Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,13.851200,14.107400,13.347100,13.347100,12.193529,8960413
2016-01-05,13.512400,14.454500,13.512400,14.297500,13.061789,8697238
2016-01-06,14.057900,14.661200,14.049600,14.214900,12.986326,4136990
2016-01-07,14.041300,14.173600,13.727300,13.983500,12.774929,5818285
2016-01-08,14.049600,14.214900,13.686000,13.950400,12.744689,2830553
2016-01-11,13.966900,14.099200,13.512400,13.553700,12.382275,5016176
2016-01-12,13.768600,14.082600,13.619800,13.867800,12.669227,2818695
2016-01-13,14.008300,14.281000,13.785100,13.917400,12.714539,3061905
2016-01-14,14.000000,14.000000,13.471100,13.826400,12.631404,3469312
2016-01-15,13.487600,13.752100,13.264500,13.710700,12.525704,4478331
2016-01-18,13.586800,13.669400,13.256200,13.272700,12.125558,6052420
2016-01-19,13.628100,13.669400,13.388400,13.586800,12.412513,4754937
2016-01-20,13.347100,13.586800,13.181800,13.553700,12.382275,3922094
2016-01-21,13.462800,13.677700,13.231400,13.677700,12.495556,3762495
2016-01-22,13.785100,13.966900,13.677700,13.801700,12.608839,3035043
2016-01-26,13.710700,13.793400,13.396700,13.446300,12.284155,2878227
2016-01-27,13.413200,14.124000,13.405000,14.008300,12.797581,3783186
2016-01-28,14.132200,14.247900,13.686000,14.008300,12.797581,2379586
2016-01-29,14.165300,14.809900,14.082600,14.661200,13.394053,5064576
2016-02-01,14.462800,15.165300,14.330600,14.925600,13.635601,3168143
2016-02-02,14.562000,15.024800,14.140500,14.520700,13.265697,5378087
2016-02-03,14.686000,15.487600,14.198300,14.950400,13.658257,4354306
2016-02-04,15.330600,15.388400,14.710700,14.710700,13.439275,4071650
2016-02-05,14.281000,14.338800,13.809900,13.884300,12.684299,14050278
2016-02-10,13.884300,13.933900,13.322300,13.429800,12.269079,3130633
2016-02-11,13.297500,13.520700,13.099200,13.239700,12.095409,5439676
2016-02-12,13.438000,13.578500,13.181800,13.388400,12.231262,3197546
2016-02-15,13.553700,13.719000,13.371900,13.512400,12.344540,2241041
2016-02-16,13.694200,14.124000,13.595000,13.801700,12.608839,3295193
2016-02-17,13.942100,14.661200,13.867800,14.239700,13.008981,5935776
2016-02-18,14.099200,14.611600,13.975200,14.388400,13.144831,2797520
2016-02-19,14.148800,14.826400,14.057900,14.462800,13.212800,2325015
2016-02-22,15.090900,15.206600,14.719000,14.876000,13.590288,3315037
2016-02-23,14.686000,15.140500,14.272700,14.462800,13.212800,2836603
2016-02-24,14.082600,14.396700,13.975200,14.396700,13.152413,2580204
2016-02-25,14.297500,14.735500,14.247900,14.669400,13.401545,2717297
2016-02-26,14.876000,15.124000,14.223100,14.347100,13.107101,1873443
2016-02-29,14.611600,15.157000,14.454500,14.876000,13.590288,6456923
2016-03-01,15.173600,15.471100,14.909100,15.305800,13.982942,6782171
